Komisija,Padalinio pavadinimas,"Kategorija, kodas, taisyklių punktas",Pirkimo grupė,Pirkimo Nr.,Rašto  vizavimo data ,Vokų atplėšimo  data,"Sutarties, data ir Nr. arba PVM sąskaitos faktūros data ir Nr.",Laimėtojas,Laimėtojo nustatymo priežastis,Pirkimo suma 1 metams / įkainis   Lt,Pirkimo suma su sutarties pratęsimu Lt / galutinė suma 1 metams Lt,"Prekių, paslaugų, darbų pavadinimas",Tiekėjai,ŽAL,CPO,91 str.,Pastabos
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,418,11/25/2014,12/15/2014,perkelti į 2015 m. ataskaitą,"UAB ""Miesto renovacija""",Taisyklių 74.2 punktas,eur,183.98   ,Panevėžio g. 1 daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Miesto renovacija""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,419,11/25/2014,11/25/2014,2014-12-09 PVM sąskaita faktūra Nr. MV128,"UAB ""Mokymai verslui""",Taisyklių 74.9 punktas,-,"3,000.00   ",Efektyvus bendravimas ir konfliktų valdymas,"UAB ""Mokymai verslui""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,420,11/25/2014,11/25/2014,2014-12-02 PVM sąskaita faktūra Nr. MV127,"UAB ""Mokymai verslui""",Taisyklių 74.9 punktas,-,"3,000.00   ",Streso prevencija ir valdymas,"UAB ""Mokymai verslui""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 79952000-2,Paslaugos,421,11/27/2014,12/5/2014,2014-12-15 sutartis Nr. A64-216/14(3.10.22-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"4,999.72   ",Kalėdinių ir Naujametinių renginių techninis aprūpinimas,"UAB ""Stebulė""; UAB ""Trajana""; UAB ""Jumesa""",,,,
MK,Ekonomikos ir investicijų departamentas Turto valdymo skyrius,BVPŽ kodas 79341000-6,Paslaugos,422,11/27/2014,12/12/2014,2014-12-18 sutartis Nr. A64-221/14(3.10.22-AD4),"UAB ""Lietuvos žinios""",Mažiausia kaina,-,"34,920.00   ",Spausdinimo paslaugos ir parduodamų ir nuomojamų objektų sąrašams paskelbti respublikiniame spaudinyje,"UAB ""Lietuvos rytas""; UAB ""Lietuvos žinios""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,423,11/27/2014,12/15/2014,2015-01-09 sutartis Nr. A64-7/15(3.10.22-AD4),"UAB ""Projekto rengimo centras""",Taisyklių 74.2 punktas,Eur,99.25   ,Pašilaičių g. 8 (2) daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Projekto rengimo centras""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,424,11/27/2014,12/15/2014,perkelti į 2015 m. ataskaitą,"UAB ""Miesto renovacija""",Taisyklių 74.2 punktas,Eur,183.98   ,Ozo g. 24 daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Miesto renovacija""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,425,11/27/2014,12/15/2014,2015-01-09 sutartis Nr. A64-8/15(3.10.22-AD4),"UAB ""Projekto rengimo centras"" (935,00 Lt)",Taisyklių 74.2 punktas,Eur,99.25   ,Pašilaičių g. 8 (1) daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Projekto rengimo centras""",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 22312000-0,Prekės,426,12/1/2014,12/11/2014,2014-12-12 PVM sąskaita faktūra Nr. MFRG01683,"UAB ""Metalo forma""",Mažiausia kaina,-,"12,085.00   ",Paveikslėliai,"UAB ""Metalo forma""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,427,12/1/2014,12/1/2014,2014-12-04 PVM sąskaita faktūra Nr. MS-JI007419,"UAB ""Mokesčių srautas""",Taisyklių 74.9 punktas,-,640.00   ,"Civilinis procesas: naujausi CPK pakeitimai, technologijų taiskymas, naujausios teismų praktikos analizė","UAB ""Mokesčių srautas""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,428,12/1/2014,12/15/2014,2015-01-09 sutartis Nr. A64-9/15(3.10.22-AD4),"UAB ""Projekto rengimo centras"" (342, 70 LT)",Taisyklių 74.2 punktas,Eur,99.25   ,Pašilaičių g. 6 (2) daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Projekto rengimo centras""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,429,12/1/2014,12/15/2014,2015-01-09 sutartis Nr. A64-6/15(3.10.22-AD4),"UAB ""Projekto rengimo centras"" (342,70 Lt)",Taisyklių 74.2 punktas,Eur,99.25   ,Pašilaičių g. 6 (1) daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Projekto rengimo centras""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,430,12/1/2014,12/15/2014,2014-12-16 sutartis Nr. A64-219/14(3.10.22-AD4),"UAB ""Projekto rengimo centras""",Taisyklių 74.2 punktas,-,342.70   ,Pašilaičių g.3 (2) daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Projekto rengimo centras""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,431,12/1/2014,12/15/2014,2015-01-09 sutartis Nr. A64-5/15(3.10.22-AD4),"UAB ""Projekto rengimo centras"" (342,70 Lt)",Taisyklių 74.2 punktas,Eur,99.25   ,Pašilaičių g.3 (1) daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Projekto rengimo centras""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,432,12/1/2014,12/15/2014,2015-01-09 sutartis Nr. A64-3/15(3.10.22-AD4),"UAB ""Projekto rengimo centras"" (342,70 Lt)",Taisyklių 74.2 punktas,Eur,342.70   ,Pašilaičių g.16 (1) daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Projekto rengimo centras""",,,,
MK,Aplinkos ir energetikos departamentas Būsto renovavimo skyrius,BVPŽ kodas 71241000-9,Paslaugos,433,12/1/2014,12/15/2014,2015-01-09 sutartis Nr. A64-4/15(3.10.22-AD4),"UAB ""Projekto rengimo centras"" (342,70 Lt)",Taisyklių 74.2 punktas,Eur,99.25   ,Pašilaičių g. 16 (2) daugiabučio namo investicijų plano parengimas (korektūra),"UAB ""Projekto rengimo centras""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,434,12/2/2014,12/2/2014,2014-12-16 PVM sąskaita faktūra Nr. AG2923,"UAB 'AVGO GROUP""",Taisyklių 74.9 punktas,-,580.00   ,Asfalto dangos klojimo iš karšto maišymo mišinių problematika. Procesų parametrų valdymo galimybės ir darbų kokybės vertinimas,"UAB 'AVGO GROUP""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,435,12/2/2014,12/2/2014,2014-12-15 sutartis Nr. A64-215/14(3.10.22-AD4),"UAB ""Kalba LT""",Taisyklių 74.9 punktas,-,"2,475.00   ",Individualūs anglų kalbos kursai,"UAB ""Kalba LT""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,436,12/2/2014,12/2/2014,2014-12-11 PVM sąskaita faktūra Nr. ERA1446,"UAB ""Žinių era""",Taisyklių 74.9 punktas,-,726.00   ,"Statybos įstatymo ir jį įgyvendinančių teisės aktų pakeitimų apžvalga. Naaujovės, aktualijos, problematika","UAB ""Žinių era""",,,,
MK,Šnipiškių seniūnija,BVPŽ kodas 72420000-0,Paslaugos,437,12/2/2014,12/12/2014,2014-12-17 sutartis Nr. ERTV80939780-141222,"AB ""TEO LT""",Mažiausia kaina,-,964.13   ,Interneto paslaugos,"AB ""TEO LT""; VĮ ""Inforstruktūra""; UAB ""Cgates""",,,,
MK,Ekonomikos ir investicijų departamentas Turto valdymo skyrius,BVPŽ kodas 79341000-6,Paslaugos,438,12/2/2014,12/9/2014,2014-12-16 sutartis Nr. A64-218/14(3.10.22-AD4),"UAB ""Juoda raidė""",Mažiausia kaina,-,"6,664.68   ",Reklaminių plakatų pagaminimas parduodamo nekilnojamojo turto sąrašams paskelbti,"UAB ""Juoda raidė""; UAB ""Vizard""; VšĮ ""Visuomenės specialaus mokymo ir konsultavimo centras""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,439,12/4/2014,12/4/2014,2014-12-10 PVM sąskaita faktūra Nr. LKAS87/2014,Lietuvos kraštovaizdžio architektų sąjunga,Taisyklių 74.9 punktas,-,100.00   ,"Seminaras ""Hidrotechniniai ir melioracijos sprendiniai kraštovaizdyje ir kraštovaizdžio architektūroje",Lietuvos kraštovaizdžio architektų sąjunga,,,,
MK,Antakalnio seniūnija,BVPŽ kodas 45421140-7,Darbai,440,12/5/2014,12/15/2014,2014-12-18 sutartis Nr. A62-153/14(3.10.21-AD4),"UAB ""Menų kalvė""",Mažiausia kaina,-,"3,993.00   ","Stalių metalinių dirbinių, išskyrus duris ir langus, montavimas","UAB ""Menų kalvė""; UAB ""Vaizdinė reklamas""; Kūrybinė agentūra ""De Klik""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 92300000-4,Paslaugos,441,12/5/2014,2014-12-18 sutartis Nr. A64-224/14(3.10.22-AD4),2014-12-18 sutartis Nr. A64-224/14(3.10.22-AD4),"Kavinė ""Trys pušelės""",Mažiausia kaina,-,"6,050.00   ",Pramoginės paslaugos,"Kavinė ""Trys pušelės""; UAB ""Elguva""; UAB ""Sigmutė""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 30192700-8,Prekės,442,12/5/2014,12/19/2014,2014-12-19 PVM sąskaita-faktūra Nr. ABII2760,"UAB ""Abina""",Mažiausia kaina,-,"2,699.99   ",Raštinės reikmenys,"UAB ""Abina""; UAB ""Regama""; UAB ""Minimax""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 45212200-8,Darbai,443,12/5/2014,12/11/2014,2014-12-18 sutartis Nr. A62-154/14(3.10.21-AD4),"MB ""Verslo natos""",Mažiausia kaina,-,"6,398.48   ",Sporto objektų statybos darbai,"MB ""Verslo natos""; UAB ""Infrasta""; UAB ""Zona optima""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 45236290-9,Darbai,444,12/5/2014,Pirkimas įvykdytas pagal galiojančią 2012-07-13 sutartį Nr. A68-19(3.10.23-UK),,,Mažiausia kaina,-,0.00   ,Poilsio zonų remonto darbai (3 pavėsinės),pagal galiojančią sutartį,,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 39122200-5,Prekės,445,12/5/2014,12/22/2014,2015-01-29 sutartis Nr. A68-1/15(3.10.23-AD4),"UAB ""Vildika""",Mažiausia kaina,Eur,"1,216.38   ",Metalinės dokumentų saugojimo spintos,"UAB ""Voietinis""; UAB ""Vildika""; UAB ""Vildeta""",,,,
MK,Justiniškių seniūnija,BVPŽ kodas 16160000-4,Prekės,446,12/5/2014,12/18/2014,2014-12-18 PVM sąskaita-faktūra Nr. ERA055316,"UAB ""Ermitažas""",Mažiausia kaina,-,"1,380.00   ",Įvairūs sodininkystės įrenginiai,"UAB ""Ermitažas""",,,,
MK,Lazdynų seniūnija,BVPŽ kodas 90920000-2,Paslaugos,447,12/8/2014,12/9/2014,2014-12-16 PVM sąskaita-faktūra ASPA Nr. 1403961,"UAB ""Aspa""",Taisyklių 74.2 punktas,-,220.00   ,Kasos aparato DP-50 išregistravimas VMI ir utilizavimas,"UAB ""Aspa""",,,,
MK,Justiniškių seniūnija,BVPŽ kodas 32321200-1,Prekės,448,12/8/2014,12/18/2014,2014-12-18 PVM sąskaita-faktūra  Nr. VARTK9056834,"UAB ""Varlė Lt""",Mažiausia kaina,-,"2,150.00   ",Garso ir vaizdo aparatūra,"UAB ""Varlė Lt""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,449,12/15/2014,12/15/2014,2014-12-17 PVM sąskaita-faktūra TN1 Nr. 143,"UAB ""Talentų namai""",Taisyklių 74.9 punktas,-,"1,815.00   ",Administracinės teisės pažeidimų kodekso taikymo praktika ir t.t.,"UAB ""Talentų namai""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,450,12/15/2014,12/16/2014,2014-12-16 PVM sąskaita-faktūra ADA Nr. 6216,Administracijos darbuotojų asociacija,Taisyklių 74.9 punktas,-,382.00   ,"Sutarčių sudarymas, vykdymas ir nutraukimas",Administracijos darbuotojų asociacija,,,,
MK,Antakalnio seniūnija,BVPŽ kodas 39100000-3,Prekės,451,12/15/2014,12/19/2014,2014-12-18 PVM sąskaita-faktūra Nr. TPS011680,"UAB ""Technologinių paslaugų sprendimai""",Mažiausia kaina,-,"8,990.75   ",Baldai,"UAB ""Technologinių paslaugų sprendimai""; Mindaugas Petrauskas; Darius Medaiša",,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 66514100-7,Paslaugos,452,12/10/2014,12/15/2014,2014.12.16 PVM sąskaitos faktūros,"AB ""Lietuvos draudimas""",Mažiausia kaina,-,"3,078.46   ",Su transportu susijęs draudimas,"AB ""Lietuvos draudimas""; UAB ""DK PZU Lietuva""; Seesam Insurance AS Lietuvos filialas""",,,,
MK,Vilkpedės seniūnija,BVPŽ kodas 70332000-7,Paslaugos,453,12/22/2014,12/23/2014,2015-01-15 sutartis Nr. A64-10/15(3.10.22-AD4),"UAB ""Naujininkų ūkis""",Mažiausia kaina,Eur,531.43   ,Paslaugos susijusios su negyvenamuoju nekilnojamuoju turtu,"UAB ""Naujininkų ūkis"" (50,97 Lt per mėn, 14,76 eur per mėn) viso per 3 metus 1834,92 Lt",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 44510000-8,Prekės,454,12/23/2014,12/23/2014,2014-12-23 sąskaita-faktūra Nr. EP00142324,"UAB ""Senukų prekybos centras""",Mažiausia kaina,-,"2,498.07   ",Įrankiai,"UAB ""Senukų prekybos centras""; UAB ""Makveža""; UAB ""Litagra""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 32342410-9; 38651000-3; 38652100-1,Prekės,455,12/29/2014,12/29/2014,2014-12-30 sąskaita-faktūra Nr. VARTK9057865,"UAB ""Varlė Lt""",Mažiausia kaina,-,"4,050.00   ","Muzikos centras, Fotoaparatas, Projektas (organizacinė r biuro technika)","UAB ""Varlė""; Internetinė parduotuvė IT TAŠKAS; Internetinė parduotuvė 1ALT",,,,
MK,Civilinės saugos skyrius,BVPŽ kodas 90910000-9,Paslaugos,456,12/29/2014,1/12/2015,,"UAB ""Valymo ir priežiūros centras""",Mažiausia kaina,Eur,"1,275.00   ",Valymo paslaugos,"UAB ""Valymo ir priežiūros centras""; UAB ""Ainava""; UAB ""Amvista""; UAB ""Švaros desantas""",,,,
MK,Personalo departamentas, BVPŽ kodas 80522000-9,Paslaugos,457,12/29/2014,12/29/2014,2014-12-29 PVM sąskaita-faktūra MCV014568,Finansų ministerijos mokymo centras,Taisyklių 74.9 punktas,-,288.00   ,Finansų kontrolės mechanizmas biudžetinėse įstaigose,Finansų ministerijos mokymo centras,,,,
MK,Civilinės saugos skyrius,BVPŽ kodas 50700000-2,Paslaugos,458,12/31/2014,1/12/2015,,"UAB ""Naujininkų ūkis""",Taisyklių 74. 2 punktas,Eur,"1,362.24   ","Pastato administravimo paslaugos Civilinės saugos skyriuje Dariaus ir Girėno g. 11, Vilniuje","UAB ""Naujininkų ūkis""",,,,
MK,Civilinės saugos skyrius,BVPŽ kodas 50413200-5,Paslaugos,459,12/31/2014,12/31/2014,2015-01-12 PVM sąskaita-faktūra Nr. FTP0539,"UAB ""Priešgaisrinės sistemos""",Mažiausia kaina,Eur,46.26   ,22 vnt. gesintuvų Bavarija 6G-1 patikra Civilinės saugos skyriuje Dariaus ir Girėno 11 ir valstybės rezervo sandėliuose Nemenčinės kaime II,"UAB ""Priešgaisrinės sistemos""; UAB ""Dominis""; UAB ""Iksados gamybinis ir techninis centras""",,,,
